no,name,attributes,ability_name,ability_desc,strong_against,weak_to,resists,resisted_by,skills,image
68,电球咩咩,电,快充,离场时回复10能量。,"水,翼",地,"翼,电,机械","地,龙,电,草",防御;球状闪电;加固;先发制人;远程访问;感电;电离爆破;集中;落雷;鼓劲;闪击折返;电磁偏转;强制重启;星星撞击;等价交换;升龙咆哮;触电;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;溃烂触碰;水泡盾;风墙;偷袭;双联脉冲;取念;吓退;孢子;富养化;撒娇;月光合奏;热身运动;碰爪;纤维化;耀眼;血气;触底强击;酶浓度调整;防反;魔能爆,images/sprites/电球咩咩.png
69,蒲公英,"草,萌",勇敢,携带的能耗大于3的技能，威力+40%。,"水,光,地,武,恶","火,冰,毒,翼,恶,机械","水,地,光,电,武","火,毒,机械,虫,翼",超级糖果;示弱;顶端优势;反弹;倾泻;徒长;叶绿光束;丰饶;破罐破摔;生日蛋糕;月光合奏;光能聚集;仙人掌刺击;爆米花爆破;抽枝;拍击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;幻象;荆棘爪;冷风;噬心;虹光冲击;离子震荡;飞吻;星云漩涡;扬沙;溃烂触碰;泡沫;鹰爪;力量增效;取念;吞噬;感染病;晒太阳;毒沼;热身运动;疾风刺;瘴气喷射;盛开;精神扰乱;连续爪击;追打;防御;魔法增效;龙卷风,images/sprites/蒲公英.png
70,蒲公英娃娃,"草,萌",勇敢,携带的能耗大于3的技能，威力+40%。,"水,光,地,武,恶","火,冰,毒,翼,恶,机械","水,地,光,电,武","火,毒,机械,虫,翼",超级糖果;示弱;顶端优势;反弹;倾泻;徒长;叶绿光束;丰饶;破罐破摔;生日蛋糕;月光合奏;光能聚集;仙人掌刺击;爆米花爆破;抽枝;拍击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;幻象;荆棘爪;冷风;噬心;虹光冲击;离子震荡;飞吻;星云漩涡;扬沙;溃烂触碰;泡沫;鹰爪;力量增效;取念;吞噬;感染病;晒太阳;毒沼;热身运动;疾风刺;瘴气喷射;盛开;精神扰乱;连续爪击;追打;防御;魔法增效;龙卷风,images/sprites/蒲公英娃娃.png
71,伊贝儿,草,腐植循环,每回复1能量，同时回复5%生命。,"光,地,水","虫,火,冰,毒,翼","水,地,光,电","火,毒,虫,翼,龙,机械",耀眼;种子弹;蜡质膜;藤绞;聚盐;先发制人;光合作用;纤维化;叶绿光束;仙人掌刺击;血气;光能聚集;抽枝;热身运动;无畏之心;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;荆棘爪;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;溃烂触碰;水泡盾;羽翼庇护;不可接触;借用;冲撞;嗜痛;捧杀;爆米花爆破;甜心续航;砂糖弹球;破罐破摔;腐蚀酸液;连续毒针;连续爪击;退化;酶浓度调整;防御;音爆,images/sprites/伊贝儿.png
72,伊贝粉粉,草,腐植循环,每回复1能量，同时回复5%生命。,"光,地,水","虫,火,冰,毒,翼","水,地,光,电","火,毒,虫,翼,龙,机械",耀眼;种子弹;蜡质膜;藤绞;聚盐;先发制人;光合作用;纤维化;叶绿光束;仙人掌刺击;血气;光能聚集;抽枝;热身运动;无畏之心;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;荆棘爪;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;溃烂触碰;水泡盾;羽翼庇护;不可接触;借用;冲撞;嗜痛;捧杀;爆米花爆破;甜心续航;砂糖弹球;破罐破摔;腐蚀酸液;连续毒针;连续爪击;退化;酶浓度调整;防御;音爆,images/sprites/伊贝粉粉.png
73,白发懒人,普通,慢热型,初始能量为0，入场前己方精灵每成功应对1次，回复5能量。,,武,幽,"地,幽,机械",先发制人;寸拳;晒太阳;防御;力量增效;后发制人;化劲;压扁;气沉丹田;回旋踢;斩断;应激反应;技巧打击;偷袭;星星撞击;恶能量;升龙咆哮;球状闪电;贯手;火焰冲锋;灵媒;花香;冷风;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;一拳;借用;冰爪;冰雹;加固;吞噬;垂死反击;尾后针;提气;有效预防;爆冲;精神扰乱;能量刃;连续爪击;雪球,images/sprites/白发懒人.png
74,动力猿,"普通,武",慢热型,初始能量为0，入场前己方精灵每成功应对1次，回复5能量。,"普通,冰,恶","武,萌,翼,幻","幽,地,虫,恶","幽,毒,虫,翼,萌,幻",先发制人;寸拳;晒太阳;防御;力量增效;后发制人;化劲;压扁;气沉丹田;回旋踢;斩断;应激反应;技巧打击;偷袭;星星撞击;恶能量;升龙咆哮;球状闪电;贯手;火焰冲锋;灵媒;花香;冷风;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;一拳;借用;冰爪;冰雹;加固;吞噬;垂死反击;尾后针;提气;有效预防;爆冲;精神扰乱;能量刃;连续爪击;雪球,images/sprites/动力猿.png
75,瞌睡王,"普通,武",慢热型,初始能量为0，入场前己方精灵每成功应对1次，回复5能量。,"普通,冰,恶","武,萌,翼,幻","幽,地,虫,恶","幽,毒,虫,翼,萌,幻",先发制人;寸拳;晒太阳;防御;力量增效;后发制人;化劲;压扁;气沉丹田;回旋踢;斩断;应激反应;技巧打击;偷袭;星星撞击;恶能量;升龙咆哮;球状闪电;贯手;火焰冲锋;灵媒;花香;冷风;噬心;透射;械斗;碰爪;星云漩涡;跺地;毒沼;泡沫;风矢;一拳;借用;冰爪;冰雹;加固;吞噬;垂死反击;尾后针;提气;有效预防;爆冲;精神扰乱;能量刃;连续爪击;雪球,images/sprites/瞌睡王.png
76,海盔虫,"水,毒",溶解扩散,每携带1个毒系技能进入战斗，水系技能使敌方获得1层中毒。,"火,萌","电,地,幻,恶","火,机械,毒,虫,武,萌","冰,龙,毒,幽",防御;甩水;蓄水;腐蚀酸液;腐化;许愿星;疫病吐息;泡沫幻影;毒液渗透;毒雾;涌泉;盐水浴;感染病;星星撞击;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;假寐;虹光冲击;啮合传递;甜心续航;超维投射;泥浆铠甲;毒沼;水弹枪;羽化加速;剧毒;力量吞噬;加固;复写;应激反应;打湿;掠夺;晒太阳;暗箱操作;润泽;湮灭;精神扰乱;鼓劲,images/sprites/海盔虫_本来的样子.png
76,海盔虫,"水,毒",溶解扩散,每携带1个毒系技能进入战斗，水系技能使敌方获得1层中毒。,"火,萌","电,地,幻,恶","火,机械,毒,虫,武,萌","冰,龙,毒,幽",防御;甩水;蓄水;腐蚀酸液;腐化;许愿星;疫病吐息;泡沫幻影;毒液渗透;毒雾;涌泉;盐水浴;感染病;星星撞击;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;假寐;虹光冲击;啮合传递;甜心续航;超维投射;泥浆铠甲;毒沼;水弹枪;羽化加速;剧毒;力量吞噬;加固;复写;应激反应;打湿;掠夺;晒太阳;暗箱操作;润泽;湮灭;精神扰乱;鼓劲,images/sprites/海盔虫_本来的样子.png
77,刺盔虫,"水,毒",溶解扩散,每携带1个毒系技能进入战斗，水系技能使敌方获得1层中毒。,"火,萌","电,地,幻,恶","火,机械,毒,虫,武,萌","冰,龙,毒,幽",防御;甩水;蓄水;腐蚀酸液;腐化;许愿星;疫病吐息;泡沫幻影;毒液渗透;毒雾;涌泉;盐水浴;感染病;星星撞击;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;假寐;虹光冲击;啮合传递;甜心续航;超维投射;泥浆铠甲;毒沼;水弹枪;羽化加速;剧毒;力量吞噬;加固;复写;应激反应;打湿;掠夺;晒太阳;暗箱操作;润泽;湮灭;精神扰乱;鼓劲,images/sprites/刺盔虫_本来的样子.png
77,刺盔虫,"水,毒",溶解扩散,每携带1个毒系技能进入战斗，水系技能使敌方获得1层中毒。,"火,萌","电,地,幻,恶","火,机械,毒,虫,武,萌","冰,龙,毒,幽",防御;甩水;蓄水;腐蚀酸液;腐化;许愿星;疫病吐息;泡沫幻影;毒液渗透;毒雾;涌泉;盐水浴;感染病;星星撞击;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;假寐;虹光冲击;啮合传递;甜心续航;超维投射;泥浆铠甲;毒沼;水弹枪;羽化加速;剧毒;力量吞噬;加固;复写;应激反应;打湿;掠夺;晒太阳;暗箱操作;润泽;湮灭;精神扰乱;鼓劲,images/sprites/刺盔虫_本来的样子.png
78,千棘盔,"水,毒",溶解扩散,每携带1个毒系技能进入战斗，水系技能使敌方获得1层中毒。,"火,萌","电,地,幻,恶","火,机械,毒,虫,武,萌","冰,龙,毒,幽",防御;甩水;蓄水;腐蚀酸液;腐化;许愿星;疫病吐息;泡沫幻影;毒液渗透;毒雾;涌泉;盐水浴;感染病;星星撞击;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;假寐;虹光冲击;啮合传递;甜心续航;超维投射;泥浆铠甲;毒沼;水弹枪;羽化加速;剧毒;力量吞噬;加固;复写;应激反应;打湿;掠夺;晒太阳;暗箱操作;润泽;湮灭;精神扰乱;鼓劲,images/sprites/千棘盔_本来的样子.png
78,千棘盔,"水,毒",溶解扩散,每携带1个毒系技能进入战斗，水系技能使敌方获得1层中毒。,"火,萌","电,地,幻,恶","火,机械,毒,虫,武,萌","冰,龙,毒,幽",防御;甩水;蓄水;腐蚀酸液;腐化;许愿星;疫病吐息;泡沫幻影;毒液渗透;毒雾;涌泉;盐水浴;感染病;星星撞击;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;假寐;虹光冲击;啮合传递;甜心续航;超维投射;泥浆铠甲;毒沼;水弹枪;羽化加速;剧毒;力量吞噬;加固;复写;应激反应;打湿;掠夺;晒太阳;暗箱操作;润泽;湮灭;精神扰乱;鼓劲,images/sprites/千棘盔_本来的样子.png
78,千棘海针,"水,毒",溶解扩散,每携带1个毒系技能进入战斗，水系技能使敌方获得2层中毒。,"火,萌","电,地,幻,恶","火,机械,毒,虫,武,萌","冰,龙,毒,幽",防御;甩水;蓄水;腐蚀酸液;腐化;许愿星;疫病吐息;泡沫幻影;毒液渗透;毒雾;涌泉;盐水浴;感染病;星星撞击;贪婪;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;假寐;虹光冲击;啮合传递;甜心续航;超维投射;泥浆铠甲;毒沼;水弹枪;羽化加速;剧毒;力量吞噬;加固;复写;应激反应;打湿;掠夺;晒太阳;暗箱操作;润泽;湮灭;精神扰乱;鼓劲,images/sprites/千棘海针.png
79,菊花梨,萌,无忧无虑,可获得的萌化层数不受限制。,"龙,武,恶","恶,毒,机械","虫,武","火,毒,机械",碰爪;魔法增效;重击;防御;反弹;撒娇;晒太阳;破罐破摔;示弱;月光合奏;击鼓传花;阻断;拍击;黑手;升龙咆哮;磁干扰;贯手;火爪;灵媒;荆棘爪;冷风;尾后针;虹光冲击;离子震荡;飞吻;针状物;跺地;毒沼;肥皂泡;风矢;主场优势;借用;倾泻;刺藤;埋伏;应激反应;惊吓盒子;摇篮曲;氧输送;灵光;热砂;热身运动;生日蛋糕;藤绞;追打,images/sprites/菊花梨.png
80,小星光,电,电流刺激,携带的攻击技能获得迸发：威力+40。,"水,翼",地,"翼,电,机械","地,龙,电,草",魔法增效;磁干扰;球状闪电;过载回路;防御;超导;晒太阳;离子火花;远程访问;乘胜追击;电离爆破;交叉闪电;雷暴;追打;强制重启;拍击;恶能量;升龙咆哮;触电;贯手;火焰冲锋;幻象;花香;霜降;噬心;虹光冲击;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;鹰爪;伺机而动;光刃;光球;埋伏;复写;掠夺;摇篮曲;撕咬;暗突袭;流星火雨;漫反射;炎打;热身运动;阻断;麻痹;黑手,images/sprites/小星光_星光能量的样子.png
80,小星光(月光),"电,光",电流刺激,携带的攻击技能获得迸发：威力+40。,"水,翼,幽,恶","地,幽,草","翼,电,机械,幻,恶","草,地,冰,龙,电",魔法增效;导电撞击;超导;漫反射;防御;离子火花;增程电池;光球;加大功率;天光;虹光冲击;光之矛;过曝;雷暴;强制重启;拍击;恶能量;升龙咆哮;触电;贯手;火焰冲锋;幻象;花香;霜降;噬心;折线冲击;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;鹰爪;三连破;乘胜追击;伺机而动;坟场搏击;埋伏;复写;影袭;提气;晒太阳;气波;热身运动;破绽;背袭;闪击折返;阻断;麻痹,images/sprites/小星光_星光能量的样子.png
81,星光狮,电,电流刺激,携带的攻击技能获得迸发：威力+40。,"水,翼",地,"翼,电,机械","地,龙,电,草",魔法增效;磁干扰;球状闪电;过载回路;防御;超导;晒太阳;离子火花;远程访问;乘胜追击;电离爆破;交叉闪电;雷暴;追打;强制重启;拍击;恶能量;升龙咆哮;触电;贯手;火焰冲锋;幻象;花香;霜降;噬心;虹光冲击;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;鹰爪;伺机而动;光刃;光球;埋伏;复写;掠夺;摇篮曲;撕咬;暗突袭;流星火雨;漫反射;炎打;热身运动;阻断;麻痹;黑手,images/sprites/星光狮_星光能量的样子.png
81,星光狮(月光),"电,光",电流刺激,携带的攻击技能获得迸发：威力+40。,"水,翼,幽,恶","地,幽,草","翼,电,机械,幻,恶","草,地,冰,龙,电",魔法增效;导电撞击;超导;漫反射;防御;离子火花;增程电池;光球;加大功率;天光;虹光冲击;光之矛;过曝;雷暴;强制重启;拍击;恶能量;升龙咆哮;触电;贯手;火焰冲锋;幻象;花香;霜降;噬心;折线冲击;离子震荡;魅惑;星云漩涡;扬沙;溃烂触碰;泡沫;鹰爪;三连破;乘胜追击;伺机而动;坟场搏击;埋伏;复写;影袭;提气;晒太阳;气波;热身运动;破绽;背袭;闪击折返;阻断;麻痹,images/sprites/星光狮_星光能量的样子.png
82,一窝蜂,"虫,翼",虫群鼓舞,队伍中每有1只其他的虫系精灵，自己入场时获得攻防速+10%。,"草,虫,恶,幻","翼,火,电,冰","草,武,虫","机械,火,地,龙,电,毒,翼,萌,幽",魔法增效;虫网;鸣叫;虫茧;虫鸣;捆缚;风矢;乘风;扇风;草虫冲击;羽化加速;翼击;虫群过境;虫群;翅刃;龙卷风;拍击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;幻象;花香;冷风;尾后针;虹光冲击;离子震荡;魅惑;星云漩涡;扬沙;毒沼;泡沫;鹰爪;借用;倾泻;加固;快速移动;掠夺;撕咬;有效预防;热身运动;疾风刺;瘴气喷射;精神扰乱;腐化;虫击;连续毒针;追打;防御;鸩毒,images/sprites/一窝蜂.png
83,黄蜂后,"虫,翼",虫群鼓舞,队伍中每有1只其他的虫系精灵，自己入场时获得攻防速+10%。,"草,虫,恶,幻","翼,火,电,冰","草,武,虫","机械,火,地,龙,电,毒,翼,萌,幽",魔法增效;虫网;鸣叫;虫茧;虫鸣;捆缚;风矢;乘风;扇风;草虫冲击;羽化加速;翼击;虫群过境;虫群;翅刃;龙卷风;拍击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;幻象;花香;冷风;尾后针;虹光冲击;离子震荡;魅惑;星云漩涡;扬沙;毒沼;泡沫;鹰爪;借用;倾泻;加固;快速移动;掠夺;撕咬;有效预防;热身运动;疾风刺;瘴气喷射;精神扰乱;腐化;虫击;连续毒针;追打;防御;鸩毒,images/sprites/黄蜂后.png
84,花魁蜂后,"虫,翼",虫群突袭,队伍中每有1只其他的虫系精灵，自己入场时获得攻防速+15%。,"草,虫,恶,幻","翼,火,电,冰","草,武,虫","机械,火,地,龙,电,毒,翼,萌,幽",魔法增效;虫网;鸣叫;虫茧;虫鸣;捆缚;风矢;乘风;扇风;草虫冲击;羽化加速;翼击;虫群过境;虫群;翅刃;龙卷风;拍击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;幻象;花香;冷风;尾后针;虹光冲击;离子震荡;魅惑;星云漩涡;扬沙;毒沼;泡沫;鹰爪;借用;倾泻;加固;快速移动;掠夺;撕咬;有效预防;热身运动;疾风刺;瘴气喷射;精神扰乱;腐化;虫击;连续毒针;追打;防御;鸩毒,images/sprites/花魁蜂后.png
84,女王蜂,"虫,翼",虫群鼓舞,队伍中每有1只其他的虫系精灵，自己入场时获得攻防速+10%。,"草,虫,恶,幻","翼,火,电,冰","草,武,虫","机械,火,地,龙,电,毒,翼,萌,幽",魔法增效;虫网;鸣叫;虫茧;虫鸣;捆缚;风矢;乘风;扇风;草虫冲击;羽化加速;翼击;虫群过境;虫群;翅刃;龙卷风;拍击;恶能量;升龙咆哮;球状闪电;缠丝劲;火焰冲锋;幻象;花香;冷风;尾后针;虹光冲击;离子震荡;魅惑;星云漩涡;扬沙;毒沼;泡沫;鹰爪;借用;倾泻;加固;快速移动;掠夺;撕咬;有效预防;热身运动;疾风刺;瘴气喷射;精神扰乱;腐化;虫击;连续毒针;追打;防御;鸩毒,images/sprites/女王蜂.png
85,小夜,恶,嫁祸,自己每失去25%生命，连击数+2。,"毒,萌,幽","光,武,虫,萌","幽,恶","光,武,恶",防御;魔爪;贪婪;掠夺;咆哮;音波弹;力量增效;等价交换;蝙蝠;伪造账单;黑手;欺诈契约;隐藏条款;撕咬;恶意逃离;休息回复;诋毁;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;假寐;虹光冲击;啮合传递;魅惑;超维投射;泥浆铠甲;毒孢子;水弹枪;羽化加速;三连破;击鼓传花;取念;叠势;快速移动;提气;撒娇;晒太阳;暗箱操作;月光合奏;有效预防;热身运动;甜心续航;破绽;缠丝劲;飞吻,images/sprites/小夜.png
86,紫夜,恶,嫁祸,自己每失去25%生命，连击数+2。,"毒,萌,幽","光,武,虫,萌","幽,恶","光,武,恶",防御;魔爪;贪婪;掠夺;咆哮;音波弹;力量增效;等价交换;蝙蝠;伪造账单;黑手;欺诈契约;隐藏条款;撕咬;恶意逃离;休息回复;诋毁;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;假寐;虹光冲击;啮合传递;魅惑;超维投射;泥浆铠甲;毒孢子;水弹枪;羽化加速;三连破;击鼓传花;取念;叠势;快速移动;提气;撒娇;晒太阳;暗箱操作;月光合奏;有效预防;热身运动;甜心续航;破绽;缠丝劲;飞吻,images/sprites/紫夜.png
87,朔夜伊芙,恶,嫁祸,自己每失去25%生命，连击数+2。,"毒,萌,幽","光,武,虫,萌","幽,恶","光,武,恶",防御;魔爪;贪婪;掠夺;咆哮;音波弹;力量增效;等价交换;蝙蝠;伪造账单;黑手;欺诈契约;隐藏条款;撕咬;恶意逃离;休息回复;诋毁;升龙咆哮;麻痹;化劲;引燃;勾魂;徒长;霜降;假寐;虹光冲击;啮合传递;魅惑;超维投射;泥浆铠甲;毒孢子;水弹枪;羽化加速;三连破;击鼓传花;取念;叠势;快速移动;提气;撒娇;晒太阳;暗箱操作;月光合奏;有效预防;热身运动;甜心续航;破绽;缠丝劲;飞吻,images/sprites/朔夜伊芙.png
88,乖乖鹄,"翼,水",洁癖,离场后，自己的增益和减益会被更换入场的精灵继承。,,"电,冰","武,虫,火,机械",,鸣叫;飞羽;防御;潮涌;力量增效;先发制人;风矢;风隐;翼击;风墙;龙卷风;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;溃烂触碰;水泡盾;羽翼庇护;休息回复;俯冲猛击;嗜痛;复写;无畏之心;水弹;聒噪;血气;防反,images/sprites/乖乖鹄.png
89,蓝珠天鹅,"翼,水",洁癖,离场后，自己的增益和减益会被更换入场的精灵继承。,,"电,冰","武,虫,火,机械",,鸣叫;飞羽;防御;潮涌;力量增效;先发制人;风矢;风隐;翼击;风墙;龙卷风;星星撞击;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;雪替身;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;溃烂触碰;水泡盾;羽翼庇护;休息回复;俯冲猛击;嗜痛;复写;无畏之心;水弹;聒噪;血气;防反,images/sprites/蓝珠天鹅.png
90,翠顶夫人,"翼,水",洁癖,离场后，自己的增益和减益会被更换入场的精灵继承。,,"电,冰","武,虫,火,机械",,鸣叫;飞羽;防御;潮涌;力量增效;先发制人;风矢;风隐;翼击;风墙;龙卷风;气泡;水花四溅;水炮;水刃;防反;等价交换;升龙咆哮;集中;反击拳;火焰护盾;虚化;蜡质膜;冰爪;掩护;虹光冲击;离子震荡;魅惑;冥想;淤泥表皮;溃烂触碰;水弹枪;羽翼庇护;乘风;俯冲猛击;光刃;嗜痛;复写;天光;水幕冲击;水环;泡沫幻影;涌泉;润泽;聒噪;血气;锐利眼神;镜像反射,images/sprites/翠顶夫人.png
